id,ax,ay,az,date_created,label,linx,liny,linz,meta_info,people_id,type_sensor
52730,2384,1072,16128,"2018-10-23 18:45:16",60,0,0,0,,Rost2,accelerometer
52731,2336,1184,16160,"2018-10-23 18:45:16",60,0,0,0,,Rost2,accelerometer
52732,2416,1008,16112,"2018-10-23 18:45:16",60,0,0,0,,Rost2,accelerometer
52733,2464,1008,16080,"2018-10-23 18:45:16",60,0,0,0,,Rost2,accelerometer
52734,2496,1056,16080,"2018-10-23 18:45:16",60,0,0,0,,Rost2,accelerometer
52735,2496,1104,16128,"2018-10-23 18:45:16",60,0,0,0,,Rost2,accelerometer
52736,2544,1056,16112,"2018-10-23 18:45:16",60,0,0,0,,Rost2,accelerometer
52737,2544,1024,16128,"2018-10-23 18:45:16",60,0,0,0,,Rost2,accelerometer
52738,2512,944,16128,"2018-10-23 18:45:16",60,0,0,0,,Rost2,accelerometer
52739,2592,1056,16128,"2018-10-23 18:45:16",60,0,0,0,,Rost2,accelerometer
52740,2656,1120,16080,"2018-10-23 18:45:17",60,0,0,0,,Rost2,accelerometer
52741,2560,992,16080,"2018-10-23 18:45:17",60,0,0,0,,Rost2,accelerometer
52742,2400,1040,16128,"2018-10-23 18:45:17",60,0,0,0,,Rost2,accelerometer
52743,2192,1008,16288,"2018-10-23 18:45:17",60,0,0,0,,Rost2,accelerometer
52744,2000,1296,15856,"2018-10-23 18:45:17",60,0,0,0,,Rost2,accelerometer
52745,1904,1280,16112,"2018-10-23 18:45:17",60,0,0,0,,Rost2,accelerometer
52746,2256,1040,16128,"2018-10-23 18:45:17",60,0,0,0,,Rost2,accelerometer
52747,2496,1296,16080,"2018-10-23 18:45:17",60,0,0,0,,Rost2,accelerometer
52748,2512,1248,16048,"2018-10-23 18:45:17",60,0,0,0,,Rost2,accelerometer
52749,2432,1216,16128,"2018-10-23 18:45:17",60,0,0,0,,Rost2,accelerometer
52750,2432,1200,16144,"2018-10-23 18:45:18",60,0,0,0,,Rost2,accelerometer
52751,2464,1200,16112,"2018-10-23 18:45:18",60,0,0,0,,Rost2,accelerometer
52752,2400,1232,16144,"2018-10-23 18:45:18",60,0,0,0,,Rost2,accelerometer
52753,2384,1216,16208,"2018-10-23 18:45:18",60,0,0,0,,Rost2,accelerometer
52754,2224,1280,16144,"2018-10-23 18:45:18",60,0,0,0,,Rost2,accelerometer
52755,2336,1248,16112,"2018-10-23 18:45:18",60,0,0,0,,Rost2,accelerometer
52756,2384,1200,16112,"2018-10-23 18:45:18",60,0,0,0,,Rost2,accelerometer
52757,2432,1152,16048,"2018-10-23 18:45:18",60,0,0,0,,Rost2,accelerometer
52758,2368,1248,16144,"2018-10-23 18:45:18",60,0,0,0,,Rost2,accelerometer
52759,2352,1216,16112,"2018-10-23 18:45:18",60,0,0,0,,Rost2,accelerometer
52760,2448,1232,16064,"2018-10-23 18:45:19",60,0,0,0,,Rost2,accelerometer
52761,2464,1184,16128,"2018-10-23 18:45:19",60,0,0,0,,Rost2,accelerometer
52762,2432,1232,16128,"2018-10-23 18:45:19",60,0,0,0,,Rost2,accelerometer
52763,2464,1152,16080,"2018-10-23 18:45:19",60,0,0,0,,Rost2,accelerometer
52764,2480,1184,16112,"2018-10-23 18:45:19",60,0,0,0,,Rost2,accelerometer
52765,2512,1200,16032,"2018-10-23 18:45:19",60,0,0,0,,Rost2,accelerometer
52766,2512,1200,16096,"2018-10-23 18:45:19",60,0,0,0,,Rost2,accelerometer
52767,2480,1200,16160,"2018-10-23 18:45:19",60,0,0,0,,Rost2,accelerometer
52768,2448,1216,16048,"2018-10-23 18:45:19",60,0,0,0,,Rost2,accelerometer
52769,2464,1216,16144,"2018-10-23 18:45:20",60,0,0,0,,Rost2,accelerometer
52770,2512,1216,16096,"2018-10-23 18:45:20",60,0,0,0,,Rost2,accelerometer
52771,2432,1184,16128,"2018-10-23 18:45:20",60,0,0,0,,Rost2,accelerometer
52772,2448,1200,16144,"2018-10-23 18:45:20",60,0,0,0,,Rost2,accelerometer
52773,2480,1200,16160,"2018-10-23 18:45:20",60,0,0,0,,Rost2,accelerometer
52774,2496,1216,16080,"2018-10-23 18:45:20",60,0,0,0,,Rost2,accelerometer
52775,2480,1184,16144,"2018-10-23 18:45:20",60,0,0,0,,Rost2,accelerometer
52776,2512,1184,16128,"2018-10-23 18:45:20",60,0,0,0,,Rost2,accelerometer
52777,2480,1168,16080,"2018-10-23 18:45:20",60,0,0,0,,Rost2,accelerometer
52778,2560,1152,16096,"2018-10-23 18:45:20",60,0,0,0,,Rost2,accelerometer
52779,2576,1104,16096,"2018-10-23 18:45:21",60,0,0,0,,Rost2,accelerometer
52780,2464,1168,16128,"2018-10-23 18:45:21",60,0,0,0,,Rost2,accelerometer
52781,2560,1136,16064,"2018-10-23 18:45:21",60,0,0,0,,Rost2,accelerometer
52782,2560,1120,16112,"2018-10-23 18:45:21",60,0,0,0,,Rost2,accelerometer
52783,2544,1184,16064,"2018-10-23 18:45:21",60,0,0,0,,Rost2,accelerometer
52784,2544,1184,16080,"2018-10-23 18:45:21",60,0,0,0,,Rost2,accelerometer
52785,2528,1200,16096,"2018-10-23 18:45:21",60,0,0,0,,Rost2,accelerometer
52786,2496,1184,16112,"2018-10-23 18:45:21",60,0,0,0,,Rost2,accelerometer
52787,2464,1168,16112,"2018-10-23 18:45:21",60,0,0,0,,Rost2,accelerometer
52788,2480,1152,16144,"2018-10-23 18:45:21",60,0,0,0,,Rost2,accelerometer
52789,2464,1152,16112,"2018-10-23 18:45:22",60,0,0,0,,Rost2,accelerometer
52790,2480,1152,16080,"2018-10-23 18:45:22",60,0,0,0,,Rost2,accelerometer
52791,2464,1168,16144,"2018-10-23 18:45:22",60,0,0,0,,Rost2,accelerometer
52792,2496,1200,16144,"2018-10-23 18:45:22",60,0,0,0,,Rost2,accelerometer
52793,2496,1216,16128,"2018-10-23 18:45:22",60,0,0,0,,Rost2,accelerometer
52794,2480,1168,16128,"2018-10-23 18:45:22",60,0,0,0,,Rost2,accelerometer
52795,2448,1216,16096,"2018-10-23 18:45:22",60,0,0,0,,Rost2,accelerometer
52796,2432,1184,16080,"2018-10-23 18:45:22",60,0,0,0,,Rost2,accelerometer
52797,2480,1136,16096,"2018-10-23 18:45:22",60,0,0,0,,Rost2,accelerometer
52798,2432,1216,16160,"2018-10-23 18:45:22",60,0,0,0,,Rost2,accelerometer
52799,2464,1200,16160,"2018-10-23 18:45:23",60,0,0,0,,Rost2,accelerometer
52800,2432,1168,16112,"2018-10-23 18:45:23",60,0,0,0,,Rost2,accelerometer
52801,2464,1200,16128,"2018-10-23 18:45:23",60,0,0,0,,Rost2,accelerometer
52802,2464,1184,16144,"2018-10-23 18:45:23",60,0,0,0,,Rost2,accelerometer
52803,2464,1200,16112,"2018-10-23 18:45:23",60,0,0,0,,Rost2,accelerometer
52804,2432,1184,16096,"2018-10-23 18:45:23",60,0,0,0,,Rost2,accelerometer
52805,2384,1200,16112,"2018-10-23 18:45:23",60,0,0,0,,Rost2,accelerometer
52806,2400,1200,16096,"2018-10-23 18:45:23",60,0,0,0,,Rost2,accelerometer
52807,2336,1248,16112,"2018-10-23 18:45:23",60,0,0,0,,Rost2,accelerometer
52808,2368,1232,16128,"2018-10-23 18:45:24",60,0,0,0,,Rost2,accelerometer
52809,2320,1232,16128,"2018-10-23 18:45:24",60,0,0,0,,Rost2,accelerometer
52810,2320,1248,16112,"2018-10-23 18:45:24",60,0,0,0,,Rost2,accelerometer
52811,2352,1184,16112,"2018-10-23 18:45:24",60,0,0,0,,Rost2,accelerometer
52812,2368,1216,16192,"2018-10-23 18:45:24",60,0,0,0,,Rost2,accelerometer
52813,2368,1248,16144,"2018-10-23 18:45:24",60,0,0,0,,Rost2,accelerometer
52814,2368,1184,16144,"2018-10-23 18:45:24",60,0,0,0,,Rost2,accelerometer
52815,2352,1200,16128,"2018-10-23 18:45:24",60,0,0,0,,Rost2,accelerometer
52816,2272,1280,16080,"2018-10-23 18:45:24",60,0,0,0,,Rost2,accelerometer
52817,2624,1184,16144,"2018-10-23 18:45:24",60,0,0,0,,Rost2,accelerometer
52818,2240,1248,16160,"2018-10-23 18:45:25",60,0,0,0,,Rost2,accelerometer
52819,1968,1232,16176,"2018-10-23 18:45:25",60,0,0,0,,Rost2,accelerometer
52820,2272,1232,16160,"2018-10-23 18:45:25",60,0,0,0,,Rost2,accelerometer
52821,2416,1200,16080,"2018-10-23 18:45:26",60,0,0,0,,Rost2,accelerometer
52822,2448,1232,16144,"2018-10-23 18:45:27",60,0,0,0,,Rost2,accelerometer
52823,2384,1200,16288,"2018-10-23 18:45:27",60,0,0,0,,Rost2,accelerometer
